,atclNo,cortarNo,lat,lng,atclNm,atclStatCd,rletTpNm,rletTpCd,tradTpNm,tradTpCd,flrInfo,prc,rentPrc,spc1,spc2,direction,atclFetrDesc,tagList,repImgUrl,repImgThumb
8,2234077702,1141012000,37.570002,126.918083,DMC엘가(도시형),R0,아파트,A01,매매,A1,6/15,21000,0,28,17,남서향,"세안고 매매,세탁기 에어컨 냉장고 등 풀옵션, 가좌역 역세권, 확장형","['10년이내', '역세권', '화장실한개', '소형평수']",,
9,2234077718,1141011900,37.583281,126.91312,서부,R0,아파트,A01,매매,A1,13/14,89000,0,107,84,남서향,"증산역세권, 채광좋은 밝은집, 실입주 매물, 깨끗하게 잘 관리됨.","['15년이내', '역세권', '방세개', '화장실두개']",,
10,2234077478,1141012000,37.571184,126.917461,DMC파크뷰자이,R0,아파트,A01,매매,A1,24/25,145000,0,111,84,남서향,"세안고 매매, 갭투자 매물, 햇살 가득한 트인 고층뷰.","['10년이내', '대단지', '방세개', '화장실두개']",,
11,2234077692,1141012000,37.574379,126.91431,DMC파크뷰자이,R0,아파트,A01,매매,A1,10/28,140000,0,110,84,남동향,"확장형, 깨끗한 집, 에어컨3대, 전세끼고 매매, 조용한단지, 공원인접.","['10년이내', '대단지', '방세개']",/20220930_183/land_naver_1664526791291I8GCs_JPEG/wm_638001558293560350_14835183_20229116364910%280%29.jpg,f130_98
12,2234077748,1141012000,37.5737,126.915481,DMC파크뷰자이,R0,아파트,A01,매매,A1,4/17,120000,0,83,59,남서향,"급매, 실입주가능, 깨끗한 집, 확장형, 진출입 편리한 전면동.","['10년이내', '대단지', '급매', '방세개']",,
13,2234076714,1141011100,37.580966,126.950746,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,8/16,55000,0,75,55,남서향,"23키움BEST  신혼부부최적, 넓고 예쁜투룸","['2년이내', '융자금없는', '역세권', '방두개']",,
14,2234075349,1141011100,37.580163,126.950672,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,7/12,65000,0,82,59,남동향,25.무악재접근성좋은동.앞트인뷰. 조합원옵션리스트. 풀에어컨. 적극협의,"['2년이내', '융자금없는', '역세권', '방세개']",,
15,2234074346,1141011700,37.571983,126.929049,빌라,R0,빌라,C02,매매,A1,4/5,41000,0,59,51,남향,l브리치l 실거주강추 컨디션최상 좋은입지 정남향 3룸 S,"['15년이내', '화장실한개', '소형평수']",/20220930_11/land_naver_1664526139493woBnU_JPEG/1.jpg,f130_98
16,2234077785,1141012000,37.574224,126.920893,남가좌현대,R0,아파트,A01,매매,A1,12/20,85000,0,86,59,남서향,"실입주 가능, 올수리, 도배, 싱크대, 욕실 수리, 외부샷시 교체","['25년이내', '올수리', '대단지', '욕실수리']",,
17,2234077623,1141011700,37.575806,126.928814,연희파크푸르지오,R0,아파트,A01,매매,A1,3/19,118000,0,110,84,남향,"올확장, 시스템 4대, 단열필름, 중문설치, 오븐, 식세기등 빌트인완비","['4년이내', '방세개', '화장실두개', '세대당1대']",,
18,2234077670,1141012000,37.574284,126.915216,DMC파크뷰자이,R0,아파트,A01,매매,A1,12/20,144000,0,110,84,남서향,"상가, 버스정류장 가까움, 시스템에어컨 2대, 고층뷰.","['10년이내', '대단지', '방세개', '화장실두개']",,
19,2234077873,1141012000,37.579753,126.920085,DMC센트럴아이파크,R0,아파트,A01,매매,A1,16/19,149000,0,109,84,남향,"탑층, 중문설치, 동간거리넓음, 뷰가좋음, 실사용면적넓음","['4년이내', '대단지', '방세개', '화장실두개']",,
0,2234069959,1141012000,37.574182,126.921233,남가좌현대,R0,아파트,A01,매매,A1,1/14,79000,0,86,59,남동향,"올수리, 리모델링 방2, 중문, 입주가능","['25년이내', '올수리', '대단지', '1층']",,
1,2234070400,1141011800,37.602725,126.947783,빌라,R0,빌라,C02,전세,B1,4/4,19500,0,29,29,북동향,"북한산 조망이 환상적인 집, sh,중기청대출모두 가능, 바로입주가능","['융자금없는', '소형평수', '탑층', '방세개']",,
2,2234069621,1141011900,37.574093,126.907536,DMC래미안e편한세상,R0,아파트,A01,매매,A1,2/17,134000,0,110,84,남동향,"즉시입주가능,확장형,DMC역도보권,집주인거주하여깨끗,가재울중학교인접","['10년이내', '대단지', '필로티', '방세개']",,
3,2234074063,1141011100,37.591381,126.945768,연립,R0,빌라,C02,전세,B1,2/2,20000,0,59,59,남서향,홍제역역세권 평지 수리되어 깨끗  입주협의 대출가능,"['25년이상', '융자금없는', '소형평수']",/20221001_215/land_naver_1664606538043zlL5j_JPEG/MRTER_R150223937_20220930172909_2.jpg,f130_98
4,2234069930,1141012000,37.571017,126.919003,DMC파크뷰자이,R0,아파트,A01,매매,A1,3/28,135000,0,111,84,남서향,"즉시입주가능협의가능, 확장형, 시스템에어컨2대, 방범창,음식물처리기","['10년이내', '대단지', '방세개', '화장실두개']",,
5,2234069915,1141012000,37.571538,126.919743,DMC파크뷰자이,R0,아파트,A01,매매,A1,22/28,149000,0,111,84,남서향,"확장형, 집 상태 깨끗, 조망 좋음, 채광 좋음.","['10년이내', '대단지', '방세개', '화장실두개']",,
6,2234072392,1141011100,37.580956,126.949183,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,8/18,75000,0,115,84,남동향,"3호선 황금라인 초역세,탁트인 조망,조합 풀옵션,전실 에어컨.","['2년이내', '융자금없는', '방세개', '화장실두개']",,
7,2234069734,1141011900,37.574386,126.911981,DMC래미안e편한세상,R0,아파트,A01,매매,A1,22/23,185000,0,158,120,남동향,"주전가능,내부올인테리어,대리석,중문,시스템에어컨2대,앞뒤확틔인뷰,확장형","['10년이내', '대단지', '대형평수', '방네개이상']",,
8,2234069744,1141012000,37.574182,126.921233,남가좌현대,R0,아파트,A01,매매,A1,14/14,86000,0,86,59,남향,"샷시포함올수리,확장형,중문설치,리모델링이슈,가재울초학군","['25년이내', '올수리', '대단지', '탑층']",,
9,2234069685,1141012000,37.570881,126.917862,DMC파크뷰자이,R0,아파트,A01,매매,A1,5/25,152000,0,112,84,남향,"주인전세가능,시스템에어컨4대,가좌역제일가까운동,따뜻한정남향","['10년이내', '역세권', '대단지', '방세개']",,
10,2234071855,1141010800,37.570315,126.958446,단지내상가,R0,상가,D02,월세,B2,1/3,1000,120,25,25,서향,주차원할1층 상가 전면입니다.,"['25년이상', '융자금없는', '1층', '관리비10만원이하']",,
11,2234069721,1141012000,37.576385,126.916629,래미안루센티아,R0,아파트,A01,매매,A1,5/24,121000,0,81,59,동향,"신축,집주인거주관리잘된집,조합원분양매물,시스템에어컨2대,정원뷰","['4년이내', '마당', '방세개', '화장실두개']",,
12,2234069604,1141011900,37.572968,126.910598,DMC래미안e편한세상,R0,아파트,A01,매매,A1,11/18,125000,0,86,59,남동향,"집주인거주내부깨끗,입주날짜협의가능,로얄동,가재울중배정확률높은단지","['10년이내', '대단지', '방세개', '화장실두개']",,
13,2234069947,1141012000,37.573292,126.914998,DMC파크뷰자이,R0,아파트,A01,매매,A1,4/17,150000,0,110,84,남서향,"시스템2대, 부분적시트지, 붙박이장안방,작은방, 트인정원뷰","['10년이내', '마당', '대단지', '소형평수']",,
14,2234069868,1141012000,37.574224,126.920893,남가좌현대,R0,아파트,A01,매매,A1,15/20,91000,0,86,59,남서향,"리모델링벽지,바닥, 화장실 부억 싱크대,  LED등  ,붙박이장 옵션","['25년이내', '대단지', '방두개', '화장실한개']",,
15,2234069639,1141010600,37.567303,126.957838,천연뜨란채,R0,아파트,A01,매매,A1,6/16,130000,0,101,75,동향,"전세7.5억도가능,주전가능,즉시입주,집주인거주깨끗,확장형,도심지접근용이","['25년이내', '대단지', '방세개', '화장실두개']",,
16,2234069916,1141011100,37.587819,126.944877,일반상가,R0,상가,D02,월세,B2,2/4,5000,350,80,80,북동향,"홍제역1분 정류장 횡단보도앞,A급상권,유동쾌활발,피부과,비뇨기과","['25년이상', '융자금없는', '역세권', '총4층']",,
17,2234070311,1141011100,37.58818,126.945341,일반상가,R0,상가,D02,월세,B2,3/3,4000,300,99,99,남서향,"무권리,홍제역앞,유동A급상권,공간대여,세미나,워크샵,강연,피부관리","['25년이상', '융자금없는', '역세권', '총3층']",,
18,2234069652,1141012000,37.573388,126.921678,DMC파크뷰자이,R0,아파트,A01,매매,A1,17/20,145000,0,110,84,남서향,"날짜협의,시스템에어컨2대,창호필름지교체,수리완료led,중문,화장실","['10년이내', '대단지', '방세개', '화장실두개']",,
19,2234069703,1141011900,37.575919,126.911098,DMC래미안e편한세상,R0,아파트,A01,매매,A1,6/10,115000,0,86,59,남동향,"입주일협의가능,확장형,에어컨2대,전기오븐및식세기옵션,통풍잘되고따뜻한집","['10년이내', '대단지', '방세개', '화장실두개']",,
0,2234068451,1141011100,37.587634,126.946253,일반상가,R0,상가,D02,월세,B2,1/5,8000,470,154,103,남동향,홍제역2분 초역세권 1층 성업중인 홍제동 인기 맛집,"['25년이상', '융자금없는', '역세권', '1층']",,
1,2234068019,1141011000,37.560221,126.952102,단지내상가,R0,상가,D02,매매,A1,1/1,35000,0,16,16,동향,월세임대료 추후 과선교 공사시 제일좋은 상가,"['10년이내', '1층', '관리비10만원이하', '주차가능']",,
2,2234065455,1141011100,37.588315,126.946278,빌라,R0,빌라,C02,전세,B1,고/5,30000,0,42,29,남서향,"3호선2분 평지,신축급,깨끗한2룸,채광굿,주차,엘유,빠른입주","['4년이내', '융자금없는', '테라스', '역세권']",,
3,2234069515,1141012000,37.57058,126.918421,DMC파크뷰자이,R0,아파트,A01,매매,A1,7/24,150000,0,111,84,남서향,"시스템에어컨2대,동진출입편리함주차가능대수많음,내부상태깨끗","['10년이내', '대단지', '방세개', '화장실두개']",,
4,2234048762,1141011700,37.577009,126.934147,단독,R0,단독/다가구,C03,전세,B1,2/2,35000,0,62,31,남서향,l브리치l 연희동 채광좋은 숲세권 원룸,"['25년이상', '융자금없는', '화장실한개']",/20220930_228/land_naver_1664529131167wNnOt_JPEG/%B2%D9%B9%CC%B1%E21KakaoTalk_20220930_150604274_01.jpg,f130_98
5,2234059768,1141011100,37.585973,126.946772,일반상가,R0,상가,D02,월세,B2,1/3,2000,150,33,30,남동향,"횡단보도앞 코너자리,유동인구 많고,눈에 띄는곳","['25년이상', '융자금없는', '역세권', '1층']",,
6,2234046003,1141011100,37.580329,126.949867,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,10/17,40000,150,116,84,남향,"무악재역 도보 3분, 직주근접거리에 위치한 신축 첫 입주입니다.","['2년이내', '융자금없는', '역세권', '화장실두개']",,
7,2234054581,1141011100,37.591155,126.947305,다가구,R0,단독/다가구,C03,전세,B1,B1/2,11000,0,40,40,남서향,"LH 전세 가능, 홍제역5분, 평지위치, 상태깨끗, 즉시입주","['25년이상', '융자금없는', '역세권', '소형평수']",,
8,2234069580,1141011900,37.576496,126.913184,북가좌삼호,R0,아파트,A01,매매,A1,14/17,112000,0,134,114,남향,"하시입주,확장형,내부깨끗,리모델링완료로깔끔,정남향으로채광우수,중심생활권","['25년이상', '대형평수', '방네개이상', '화장실두개']",,
9,2234069559,1141011900,37.576546,126.90398,월드컵현대,R0,아파트,A01,매매,A1,9/18,100000,0,108,84,남서향,"상태최상,올수리완료,확트인뷰,채광좋음,입주일협의,집주인거주,DMC역도보권","['25년이내', '올수리', '역세권', '방세개']",,
10,2234054411,1141010600,37.568935,126.960942,기타,R0,빌라,C02,월세,B2,1/3,10000,60,50,50,남향,1.5층 쾌적하구 좋아요,"['25년이내', '융자금없는', '1층']",/20220930_30/land_naver_1664521364856ACmO6_JPEG/%C7%F6%B4%EB%C7%CF%BF%EC%BD%BA3.jpg,f130_98
11,2234052034,1141011100,37.593758,126.951748,다가구,R0,단독/다가구,C03,월세,B2,2/3,2000,50,93,46,동향,착한가격 공간좋은 깔끔한 방2 깨끗한 올수리  하시입주가능,"['융자금없는', '올수리', '방두개', '화장실한개']",,
12,2234058200,1141011700,37.569841,126.92679,단독,R0,단독/다가구,C03,매매,A1,2/B1,405000,0,294,243,남동향,"연희동 단독주택 보기드문 신축주택, 주거와 수익을 동시에","['2년이내', '방네개이상', '화장실네개이상']",/20220930_294/land_naver_16645254167692eajj_JPEG/1655271303905226.jpg,f130_98
13,2234069462,1141010900,37.575331,126.951715,독립문파크빌,R0,아파트,A01,매매,A1,1/15,60000,0,79,59,남향,"즉시입주가능,올수리,입주청소함,숲세권,신혼부부강추","['25년이내', '올수리', '1층']",/20220930_39/land_naver_1664524986779dgFF5_JPEG/KakaoTalk_20220831_090621671_06.jpg,f130_98
14,2234067916,1141011800,37.586161,126.923997,힐스테이트홍은포레스트,R0,아파트분양권,B01,전세,B1,5/14,55000,0,79,59,남서향,"24.추천전세,확장,에어컨,신혼부부","['2년이내', '융자금없는', '방세개', '화장실두개']",,
15,2234057508,1141011100,37.583334,126.948792,일반상가,R0,상가,D02,월세,B2,B1/5,2000,120,103,83,북서향,무악재역 3분 주차가능 아파트 입구 앞,"['25년이상', '융자금없는', '역세권', '주차가능']",,
16,2234057081,1141011100,37.580956,126.949183,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,9/18,20000,230,115,84,남동향,35 .출입인기동.귀한 판상확장 구조굿.조합매물 풀옵션.컨디션 최고,"['2년이내', '융자금없는', '방세개', '화장실두개']",,
17,2234056750,1141011100,37.580956,126.949183,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,7/18,40000,150,115,84,남동향,35 .귀한 판상형.선호하는 동. 조합풀옵션 .에4.조정가,"['2년이내', '융자금없는', '방세개', '화장실두개']",,
18,2234049010,1141011900,37.58374,126.915226,빌라,R0,빌라,C02,매매,A1,3/5,29000,0,55,49,남동향,증산역역세권 10년식 일렬주차 투룸 거실 신혼강추,"['15년이내', '소형평수', '방두개']",/20220930_205/land_naver_1664523971356ny3Gu_JPEG/wm_638001530581824541_14904586_202293016114810.jpg,f130_98
19,2234054374,1141010700,37.569436,126.959387,다가구,R0,단독/다가구,C03,월세,B2,1/3,20000,30,79,79,동향,"주차완비, 1.5층 도배해줍니다.","['25년이내', '융자금없는', '1층', '화장실두개']",,
0,2234039096,1141012000,37.569184,126.916298,일반상가,R0,상가,D02,월세,B2,3/4,4000,130,108,108,남동향,모래내시장입구 먹자골목임. 주위에 새로운 아파트 1만5천세대임.,"['25년이상', '융자금적은', '역세권', '총4층']",,
1,2234009595,1141012000,37.574621,126.921724,다가구,R0,단독/다가구,C03,월세,B2,3/4,3000,60,59,59,동향,"3층전부사용, 깨끗한상태, 가재울초교, 5천53만원 가능, 전망최고.","['25년이내', '융자금없는', '소형평수', '방세개']",,
2,2234038000,1141011700,37.571385,126.930334,단독,R0,단독/다가구,C03,전세,B1,1/2,90000,0,116,116,남서향,l브리치l 연희동 대로 인근 세련된 단독주택 귀한 렌트,"['25년이상', '융자금없는', '1층']",/20220930_14/land_naver_16645175136128J3Ae_JPEG/1664515856521-5.jpg,f130_98
3,2234006429,1141011700,37.57309,126.934746,빌라,R0,빌라,C02,월세,B2,1/4,1000,70,42,23,남동향,l브리치l 신축급컨디션에 매우넓은 풀옵션 원룸 S,"['10년이내', '융자금적은', '1층', '소형평수']",,
4,2234027368,1141011000,37.557687,126.953089,중소형사무실,R0,사무실,D01,월세,B2,2/5,3000,200,129,99,,,"['융자금없는', '역세권', '관리비20만원이하', '주차가능']",,
5,2234018551,1141011700,37.568435,126.929732,일반상가,R0,상가,D02,월세,B2,1/2,33000,2500,906,906,남동향,l리치l 연희동 공실. 예쁜건물2동 통임대. 넓은테라스. 주차10대,"['25년이내', '융자금없는', '테라스', '마당']",,
6,2234028521,1141011700,37.575039,126.93686,빌라,R0,빌라,C02,월세,B2,3/5,0,1200,275,243,남향,"신축급컨디션, 대형평수 고급빌라","['10년이내', '융자금없는', '무보증']",/20220930_221/land_naver_1664515271917STLgH_JPEG/1650678359620227.jpg,f130_98
7,2234019935,1141011100,37.580579,126.950338,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,15/18,1500,320,103,75,남향,보증금저렴 31 정남향 RR물건 조합원옵션 최고로얄층 물건 풀에어컨설치,"['2년이내', '융자금없는', '역세권', '방세개']",,
8,2234031432,1141011700,37.570804,126.932839,일반상가,R0,상가,D02,월세,B2,1/2,15000,750,260,160,남동향,l브리치l 연희동 럭셔리상권 신축 임대 ,"['2년이내', '융자금없는', '1층', '주차가능']",,
9,2234004938,1141011100,37.592608,126.945849,일반원룸,R0,원룸,C01,월세,B2,B1/3,1000,33,26,23,북동향,"선착순 10만원 , 지원금 10만원 , 10만원 이벤트","['25년이상', '융자금없는', '화장실한개']",/20220930_112/land_naver_16645116179762Ix4R_JPEG/62e0ce8e928ff_origin.jpg,f130_98
10,2234005037,1141011100,37.592608,126.945849,일반원룸,R0,원룸,C01,전세,B1,3/3,15000,0,26,23,북동향,"선착순 10만원 , 지원금 10만원 , 10만원 이벤트","['25년이상', '융자금없는', '화장실한개']",/20220930_19/land_naver_1664511656985gQyR9_JPEG/62e0cd8e9e666_origin.jpg,f130_98
11,2234005100,1141011100,37.592608,126.945849,일반원룸,R0,원룸,C01,월세,B2,3/3,1000,57,26,23,북동향,"선착순 10만원 , 지원금 10만원 , 10만원 이벤트","['25년이상', '융자금없는', '화장실한개']",/20220930_203/land_naver_1664511169021pxz24_JPEG/626b79ccbdd32_origin.jpg,f130_98
12,2234034127,1141011800,37.57771,126.929113,빌라,R0,빌라,C02,매매,A1,5/5,31000,0,59,53,남동향,전세끼고 투자금1억원정.평지임.위법건축물임이행강제금완료.2007년산.,"['15년이내', '소형평수', '탑층', '방세개']",,
13,2234008011,1141011100,37.587634,126.946253,일반상가,R0,상가,D02,월세,B2,1/5,8000,470,103,103,남동향,"홍제역상권 수혜, 유동인구 많은 길목, 식당추천","['25년이상', '융자금없는', '역세권', '1층']",,
14,2234005846,1141011100,37.592016,126.946985,연립,R0,빌라,C02,매매,A1,3/4,52000,0,60,53,남향,홍제역세권 가로주택추진 투다가치 올수리,"['25년이상', '올수리', '소형평수', '방세개']",,
15,2234031687,1141011700,37.567201,126.931749,일반상가,R0,상가,D02,매매,A1,3/7,75000,0,100,89,남동향,l브리치l 연희동 신축급 수익률 좋은 상가 매매,"['4년이내', '주차가능', '남동향']",,
16,2234031341,1141011700,37.570804,126.932839,일반상가,R0,상가,D02,월세,B2,1/2,15000,700,170,160,남동향,l브리치l 연희동 럭셔리상권 신축 임대 ,"['2년이내', '융자금없는', '1층', '주차가능']",,
17,2234042975,1141011100,37.580329,126.949867,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,10/17,85000,0,116,84,남향,"무악재역 도보 3분, 직주근접거리에 위치한 신축 첫 입주입니다.","['2년이내', '융자금없는', '역세권', '화장실두개']",,
18,2234020921,1141011100,37.584431,126.938711,다가구,R0,단독/다가구,C03,전세,B1,3/3,40000,0,92,92,남향,홍제천 도보2분 넓은 방3 화2 전세,"['25년이상', '융자금없는', '마당']",/20220930_278/land_naver_1664513486340pJWyI_JPEG/KakaoTalk_20220728_103515844.jpg,f130_98
19,2234039852,1141011200,37.558374,126.946447,일반원룸,R0,원룸,C01,전세,B1,저/3,10000,0,15,12,북향,깨끗한 원룸 전세 즉시입주가,"['융자금없는', '역세권', '소형평수']",/20220930_96/land_naver_1664518694815H5z9N_JPEG/temp_reg_image_6.jpg,f130_98
0,2234000115,1141011000,37.560221,126.952102,단지내상가,R0,상가,D02,월세,B2,1/1,2000,80,35,35,서향,,"['10년이내', '융자금없는', '1층', '관리비10만원이하']",,
1,2234001766,1141011200,37.556875,126.942491,일반상가,R0,상가,D02,월세,B2,1/23,6000,330,75,42,남향,소유주 직접. 1층. 무권리. 주차 가능. 대로변. 유동인구. 업종자유,"['융자금적은', '역세권', '1층', '관리비20만원이하']",,
2,2233989942,1141011600,37.558362,126.936066,일반상가,R0,상가,D02,월세,B2,1/2,8000,600,104,104,서향,"l리치l 신촌먹자골목. 무권리 1층,2층 통임대. 루프탑.테라스.","['25년이상', '융자금없는', '테라스', '역세권']",,
3,2233988226,1141011800,37.59103,126.93477,빌라,R0,빌라,C02,전세,B1,3/5,32000,0,63,54,동향,"신혼굿,안심대출OK 홍은동 스위스그랜드호텔 옆,신축급 빌라 3룸","['4년이내', '융자금없는', '화장실한개']",/20220930_261/land_naver_166450616540898R3m_JPEG/temp_reg_image_1.jpg,f130_98
4,2233975900,1141011100,37.590702,126.944217,빌라,R0,빌라,C02,전세,B1,1/5,11500,0,28,22,북동향,"급전세,홍제역 도보3분,신축원룸,안심귀가,풀옵션","['2년이내', '융자금없는', '역세권']",/20220930_288/land_naver_1664514207514FOpyu_JPEG/wm_638001331596097869_14960160_202283111572610.jpg,f130_98
5,2234001831,1141011100,37.593758,126.951748,다가구,R0,단독/다가구,C03,전세,B1,B1/3,12000,0,45,45,동향,깔끔한 수리 짜임새 있는 구조 방2  하시입주,"['융자금없는', '소형평수', '방두개', '화장실한개']",,
6,2233975562,1141010600,37.568052,126.96106,단독,R0,단독/다가구,C03,매매,A1,5/B1,140000,0,56,133,남향,잡지에실린 너무예쁜협소주택.,"['10년이내', '방두개', '화장실세개']",/20220930_170/land_naver_1664504223994OgQAu_JPEG/%C7%F9%BC%D2%C1%D6%C5%C32.jpeg,f130_98
7,2233991996,1141011700,37.568201,126.931207,중소형사무실,R0,사무실,D01,월세,B2,2/5,5000,300,150,125,북서향,l리치l 깔끔한 사무실. 연희동 카페거리.,"['25년이내', '융자금없는', '주차가능', '엘리베이터']",,
8,2233989069,1141011800,37.59103,126.93477,빌라,R0,빌라,C02,전세,B1,중/5,32000,0,63,54,동향,"신혼굿,안심대출OK 홍은동 스위스그랜드호텔 옆,신축급 빌라 3룸","['4년이내', '융자금없는', '화장실한개']",/20220930_155/land_naver_1664506271130Ilh6U_JPEG/temp_reg_image_2.jpg,f130_98
9,2233983980,1141010900,37.575331,126.951715,독립문파크빌,R0,아파트,A01,매매,A1,10/15,70000,0,79,59,남향,숲에 둘러싸인 청정하고 쾌적한 아파트입니다.,"['25년이내', '방두개', '화장실한개', '중층']",,
10,2233983658,1141011600,37.556321,126.934533,대형사무실,R0,사무실,D01,월세,B2,3/8,33430,3343,982,860,남향,l리치l 대로변 리모델링 건물. 대형 사무실. 신촌역 도보 2분,"['25년이상', '융자금없는', '역세권', '주차가능']",,
11,2234002761,1141011100,37.592016,126.946985,빌라,R0,빌라,C02,전세,B1,3/4,25000,0,60,53,남향,올수리 평지 홍제역세권,"['25년이상', '융자금없는', '올수리', '소형평수']",,
12,2233997911,1141011000,37.560221,126.952102,단지내상가,R0,상가,D02,월세,B2,1/1,7000,320,35,35,서향,,"['10년이내', '융자금없는', '1층', '관리비20만원이하']",,
13,2233988349,1141011600,37.558244,126.934841,일반상가,R0,상가,D02,월세,B2,2/4,2000,120,60,39,남서향,l리치l 노출 좋은 2층 무권리 상가 코너자리. 신촌먹자골목,"['25년이상', '융자금없는', '역세권', '관리비10만원이하']",,
14,2234004878,1141011100,37.592608,126.945849,일반원룸,R0,원룸,C01,전세,B1,B1/3,8500,0,26,23,북동향,"선착순 10만원 , 지원금 10만원 , 10만원 이벤트","['25년이상', '융자금없는', '화장실한개']",/20220930_227/land_naver_1664511564205RBaEz_JPEG/626b7a0bb2cd6_origin.jpg,f130_98
15,2233996094,1141011100,37.580737,126.949603,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,5/17,65000,0,82,59,남동향,신축 첫입주 도심속 자연친화 단지 3호선황금라인 판상형 확장형,"['2년이내', '융자금없는', '방세개', '화장실두개']",,
16,2233983292,1141011800,37.57986,126.929411,기타,R0,빌라,C02,매매,A1,3/7,25000,0,65,42,남동향,방3화1 내부 깨끗 엘리베이터있고 주차가능 입주협의 가능,"['15년이내', '방세개', '화장실한개', '주차가능']",,
17,2233975827,1141011100,37.580966,126.950746,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,4/16,35000,100,75,55,남서향,23.3룸안부러운큼직한2룸.착한보증금.협의가능.접근성최고.시스템에어컨3,"['2년이내', '융자금없는', '역세권', '방두개']",,
18,2233988251,1141011100,37.583986,126.943136,홍제성원,R0,아파트,A01,매매,A1,1/17,46000,0,58,41,남동향,급매V홍제역세권V 층간소음걱정없는집V 일부수리됨,"['25년이내', '1층', '급매', '소형평수']",,
19,2233982095,1141011700,37.573212,126.935317,일반상가,R0,상가,D02,월세,B2,1/3,7000,520,157,148,남동향,연희동 대로변 카페하기 좋은 1층,"['25년이상', '융자금없는', '1층', '관리비20만원이하']",,
0,2233953195,1141011100,37.580737,126.949603,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,7/17,61000,0,82,59,남향,남향 조합원확장옵션 에어컨4대.바닥타일. 엔지니어스톤.인덕션3구 등,"['2년이내', '융자금없는', '방세개', '화장실두개']",,
1,2233974266,1141011100,37.581407,126.949734,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,5/17,70000,0,82,59,남향,25 완전풀옵션예정 모든가전 옵션설치예정 오래거주가능 신혼부부최고의집,"['2년이내', '융자금없는', '역세권', '방세개']",,
2,2233973597,1141011100,37.5951,126.95262,유원하나,R0,아파트,A01,전세,B1,1/18,38000,0,92,72,남향,수리되어 깨끗  숲세권의 어린자녀 키우기 좋은집 입주협의,"['25년이상', '융자금없는', '1층', '방세개']",,
3,2233950256,1141011100,37.584029,126.942684,빌라,R0,빌라,C02,매매,A1,중/5,31000,0,36,29,남동향,"월세받는신축급투자, 방2화1, 해 잘드는 서향","['10년이내', '소형평수', '방두개']",/20220930_125/land_naver_1664502546236O2apy_JPEG/temp_reg_image_2.jpg,f130_98
4,2233974121,1141010600,37.569268,126.962981,일반상가,R0,상가,D02,월세,B2,2/3,3000,150,56,56,북서향,통일로 대로변 상가.접근성 최고.환하고 반듯함 .영천시장 입구 위치 좋음,"['25년이상', '융자금없는', '역세권', '천장에어컨']",,
5,2233949789,1141011100,37.581725,126.95018,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,5/15,52000,0,67,49,남동향,시스템에어컨3대 역1분거리,"['2년이내', '융자금없는', '역세권', '방두개']",,
6,2233953090,1141011100,37.58407,126.95097,인왕산어울림,R0,아파트,A01,매매,A1,5/15,135000,0,159,133,남향,최고의 입지를 자랑하는 공기좋고  전망좋은 입주가능한 집입니다,"['25년이내', '역세권', '대형평수', '방네개이상']",,
7,2233952840,1141011100,37.584029,126.942684,빌라,R0,빌라,C02,매매,A1,중/5,29000,0,35,29,남향,신축급 투룸 남향집 주차O 엘베O 역세권6분,"['10년이내', '소형평수', '방두개', '화장실한개']",,
8,2233974959,1141011000,37.557865,126.958383,다가구,R0,단독/다가구,C03,월세,B2,1/2,2000,70,35,35,남서향,"2룸 현공실,빠른입주가능,아현역도보3분거리","['25년이상', '융자금없는', '역세권']",/20220930_273/land_naver_1664513726988lHaRB_JPEG/1658819379676805.jpg,f130_98
9,2233965961,1141011000,37.558163,126.950052,단지내상가,R0,상가,D02,매매,A1,1/12,310000,0,204,76,남향,"지하철과 연결된 최상의 입지, 유동인구 풍부","['10년이내', '역세권', '1층', '주차가능']",,
10,2233968921,1141011600,37.556064,126.93825,단지내상가,R0,상가,D02,매매,A1,B2/15,11000,0,66,30,남향,위치 좋은 상가 사무실 매물입니다.,"['25년이내', '역세권', '관리비20만원이하', '주차가능']",,
11,2233964935,1141011700,37.576427,126.933537,연립,R0,빌라,C02,매매,A1,고/3,45000,0,70,53,남동향,공공재개발 후보지 매물입니다,"['25년이상', '방세개', '화장실한개']",/20220930_116/land_naver_1664506689297PwrTn_JPEG/wm_638001317798493954_13716073_2022829175627.jpg,f130_98
